trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
542,False,"{'a': 0.5, 'e': 1.0}",20,0,-141.59530043338734,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
543,False,"{'a': 0.5, 'e': 1.0}",30,0,-148.317685059991,"{0: 19, 1: 1, 2: 5, 3: 4, 4: 1}",0
544,False,"{'a': 0.5, 'e': 1.0}",30,0,-207.34768124324893,"{0: 14, 1: 5, 2: 6, 3: 3, 4: 2}",0
545,False,"{'a': 0.5, 'e': 1.0}",20,0,-40.50911047050057,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
546,False,"{'a': 0.5, 'e': 1.0}",20,0,-159.03123183225813,"{0: 7, 1: 2, 2: 8, 3: 2, 4: 1}",0
547,False,"{'a': 0.5, 'e': 1.0}",20,10,-51.04334291822737,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
548,False,"{'a': 0.5, 'e': 1.0}",20,0,-152.07049079861704,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
549,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.73278849408653,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
550,False,"{'a': 0.5, 'e': 1.0}",30,0,-143.94970539671812,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
551,False,"{'a': 0.5, 'e': 1.0}",25,0,-41.863384442698354,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
552,False,"{'a': 0.5, 'e': 1.0}",25,0,-94.54308835691398,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
553,False,"{'a': 0.5, 'e': 1.0}",20,0,-73.76760512050372,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
554,False,"{'a': 0.5, 'e': 1.0}",25,0,-171.48481278916506,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
555,False,"{'a': 0.5, 'e': 1.0}",25,0,-102.48077370357916,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
556,False,"{'a': 0.5, 'e': 1.0}",25,0,-102.02103005791464,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
557,False,"{'a': 0.5, 'e': 1.0}",25,0,-157.88137442657634,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
558,False,"{'a': 0.5, 'e': 1.0}",25,0,-38.664853897957755,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
559,False,"{'a': 0.5, 'e': 1.0}",25,0,-148.54753299545672,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
560,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.096907929440302,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
561,False,"{'a': 0.5, 'e': 1.0}",30,15,9.757552332207046,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 1.0}",20,0,-193.3605312081557,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
563,False,"{'a': 0.5, 'e': 1.0}",25,0,-85.63820207069536,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
564,False,"{'a': 0.5, 'e': 1.0}",20,0,-73.77083945523853,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
565,False,"{'a': 0.5, 'e': 1.0}",25,0,-119.23405235028663,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
566,False,"{'a': 0.5, 'e': 1.0}",20,0,-71.87848165223728,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
567,False,"{'a': 0.5, 'e': 1.0}",35,2,-127.93020416750727,"{0: 20, 1: 5, 2: 6, 3: 1, 4: 1}",1
568,False,"{'a': 0.5, 'e': 1.0}",20,0,-119.13779328977893,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
569,False,"{'a': 0.5, 'e': 1.0}",20,0,-110.92028669378035,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
570,False,"{'a': 0.5, 'e': 1.0}",20,0,-240.8724114406533,"{0: 6, 1: 3, 2: 5, 3: 3, 4: 3}",0
571,False,"{'a': 0.5, 'e': 1.0}",35,0,-160.03504041236198,"{0: 23, 1: 1, 2: 8, 3: 1, 4: 2}",0
572,False,"{'a': 0.5, 'e': 1.0}",20,0,-63.41768165111793,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
573,False,"{'a': 0.5, 'e': 1.0}",30,0,-142.65657151202447,"{0: 16, 1: 4, 2: 8, 3: 1, 4: 1}",0
574,False,"{'a': 0.5, 'e': 1.0}",20,0,-146.350163483054,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
575,False,"{'a': 0.5, 'e': 1.0}",35,0,-96.02806064492789,"{0: 23, 1: 3, 2: 8, 3: 1, 4: 0}",0
576,False,"{'a': 0.5, 'e': 1.0}",20,0,-154.5458781213137,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
577,False,"{'a': 0.5, 'e': 1.0}",20,0,-112.10026342209474,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
578,False,"{'a': 0.5, 'e': 1.0}",20,0,-187.2695271122178,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
579,False,"{'a': 0.5, 'e': 1.0}",25,0,-224.70824421823028,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 4}",0
580,False,"{'a': 0.5, 'e': 1.0}",25,0,-118.94270911156757,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
581,False,"{'a': 0.5, 'e': 1.0}",20,0,-79.20776925457245,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
582,False,"{'a': 0.5, 'e': 1.0}",35,0,-77.67457995226991,"{0: 24, 1: 4, 2: 5, 3: 2, 4: 0}",0
583,False,"{'a': 0.5, 'e': 1.0}",20,0,-93.35385853071247,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
584,False,"{'a': 0.5, 'e': 1.0}",25,0,-215.2112984618356,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
585,False,"{'a': 0.5, 'e': 1.0}",25,0,-139.68708850829682,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
586,False,"{'a': 0.5, 'e': 1.0}",25,0,-123.4273497095897,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
587,False,"{'a': 0.5, 'e': 1.0}",25,0,-160.77408425495753,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
588,False,"{'a': 0.5, 'e': 1.0}",30,0,-130.43747630747154,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
589,False,"{'a': 0.5, 'e': 1.0}",20,0,-116.96932296216116,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
590,False,"{'a': 0.5, 'e': 1.0}",20,0,-207.3024398414914,"{0: 10, 1: 4, 2: 0, 3: 2, 4: 4}",0
591,False,"{'a': 0.5, 'e': 1.0}",20,0,-163.75090157329078,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
592,False,"{'a': 0.5, 'e': 1.0}",25,0,-129.67138656898942,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
593,False,"{'a': 0.5, 'e': 1.0}",20,0,-102.74308178435209,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
594,False,"{'a': 0.5, 'e': 1.0}",25,0,-81.54675085328728,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
595,False,"{'a': 0.5, 'e': 1.0}",20,0,-163.6163767276308,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
596,False,"{'a': 0.5, 'e': 1.0}",20,0,-17.30465714528109,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
597,False,"{'a': 0.5, 'e': 1.0}",25,0,-74.39715014513565,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
598,False,"{'a': 0.5, 'e': 1.0}",25,0,-152.39047909564982,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
599,False,"{'a': 0.5, 'e': 1.0}",25,0,-96.49656880753807,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
600,False,"{'a': 0.5, 'e': 1.0}",20,4,-149.61739355300602,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 3}",1
601,False,"{'a': 0.5, 'e': 1.0}",25,0,-126.53868544612095,"{0: 14, 1: 5, 2: 2, 3: 3, 4: 1}",0
602,False,"{'a': 0.5, 'e': 1.0}",30,0,-87.02159757423222,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
603,False,"{'a': 0.5, 'e': 1.0}",20,11,-21.7011023385973,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 1.0}",25,0,-127.03966181428459,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
605,False,"{'a': 0.5, 'e': 1.0}",20,0,-42.306072220648204,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",1
606,False,"{'a': 0.5, 'e': 1.0}",20,0,-2.3563464048532485,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
607,False,"{'a': 0.5, 'e': 1.0}",35,0,-56.60316883448792,"{0: 27, 1: 4, 2: 3, 3: 0, 4: 1}",0
608,False,"{'a': 0.5, 'e': 1.0}",35,0,-167.95570262589152,"{0: 21, 1: 4, 2: 7, 3: 1, 4: 2}",0
609,False,"{'a': 0.5, 'e': 1.0}",20,0,-98.56642943463285,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
610,False,"{'a': 0.5, 'e': 1.0}",20,0,-66.08451387988428,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
611,False,"{'a': 0.5, 'e': 1.0}",20,0,-139.15003012565737,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
612,False,"{'a': 0.5, 'e': 1.0}",20,0,-154.77885880055914,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
613,False,"{'a': 0.5, 'e': 1.0}",35,0,-169.3116240973082,"{0: 23, 1: 3, 2: 4, 3: 3, 4: 2}",0
614,False,"{'a': 0.5, 'e': 1.0}",20,0,-187.34854178734105,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
615,False,"{'a': 0.5, 'e': 1.0}",25,0,-105.78863077278916,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
616,False,"{'a': 0.5, 'e': 1.0}",25,0,-133.05615044097652,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
617,False,"{'a': 0.5, 'e': 1.0}",25,0,-192.1201482009269,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
618,False,"{'a': 0.5, 'e': 1.0}",20,0,-65.9162327768967,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
619,False,"{'a': 0.5, 'e': 1.0}",20,0,-68.96510443560018,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
620,False,"{'a': 0.5, 'e': 1.0}",20,0,-109.9183437158171,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
621,False,"{'a': 0.5, 'e': 1.0}",20,0,-158.3017224218492,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",0
622,False,"{'a': 0.5, 'e': 1.0}",20,0,-167.1773356129711,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
623,False,"{'a': 0.5, 'e': 1.0}",20,0,-122.33550832455363,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
624,False,"{'a': 0.5, 'e': 1.0}",20,0,-195.21138884892045,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
625,False,"{'a': 0.5, 'e': 1.0}",30,0,-183.47077792306382,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
626,False,"{'a': 0.5, 'e': 1.0}",25,0,-62.27641883278935,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
627,False,"{'a': 0.5, 'e': 1.0}",35,0,-174.22031063859984,"{0: 19, 1: 4, 2: 8, 3: 3, 4: 1}",0
628,False,"{'a': 0.5, 'e': 1.0}",30,10,-108.29764970163653,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",1
629,False,"{'a': 0.5, 'e': 1.0}",25,0,-35.13943108825578,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
630,False,"{'a': 0.5, 'e': 1.0}",20,0,-103.73011483442184,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
631,False,"{'a': 0.5, 'e': 1.0}",20,0,-182.50130770819314,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
632,False,"{'a': 0.5, 'e': 1.0}",30,0,-175.40801613825533,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
633,False,"{'a': 0.5, 'e': 1.0}",20,0,-92.75976560369246,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
634,False,"{'a': 0.5, 'e': 1.0}",25,0,-144.10830075106983,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
635,False,"{'a': 0.5, 'e': 1.0}",30,0,-112.85544692349846,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
636,False,"{'a': 0.5, 'e': 1.0}",25,0,-190.3599899689491,"{0: 12, 1: 1, 2: 8, 3: 2, 4: 2}",0
637,False,"{'a': 0.5, 'e': 1.0}",20,16,8.333699575320711,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 1.0}",30,0,-239.7052976481755,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 5}",0
639,False,"{'a': 0.5, 'e': 1.0}",30,0,-182.8983789855048,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
640,False,"{'a': 0.5, 'e': 1.0}",20,0,-204.5402975515031,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 4}",0
641,False,"{'a': 0.5, 'e': 1.0}",30,0,-165.4593212488121,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
642,False,"{'a': 0.5, 'e': 1.0}",25,0,-46.46244174275461,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
643,False,"{'a': 0.5, 'e': 1.0}",30,0,-6.292974443204224,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
644,False,"{'a': 0.5, 'e': 1.0}",25,0,-126.47795363567282,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
645,False,"{'a': 0.5, 'e': 1.0}",25,0,-204.81307474364928,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
646,False,"{'a': 0.5, 'e': 1.0}",30,11,-37.3395979565159,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 0}",1
647,False,"{'a': 0.5, 'e': 1.0}",20,0,-105.25084757000327,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
648,False,"{'a': 0.5, 'e': 1.0}",20,0,-176.05824671671277,"{0: 8, 1: 5, 2: 4, 3: 0, 4: 3}",0
649,False,"{'a': 0.5, 'e': 1.0}",25,0,-111.67866285041913,"{0: 14, 1: 2, 2: 6, 3: 3, 4: 0}",0
650,False,"{'a': 0.5, 'e': 1.0}",20,0,-92.4996415214835,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
651,False,"{'a': 0.5, 'e': 1.0}",20,0,-169.50509416740212,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
652,False,"{'a': 0.5, 'e': 1.0}",20,0,-234.66863852387164,"{0: 6, 1: 0, 2: 8, 3: 4, 4: 2}",0
653,False,"{'a': 0.5, 'e': 1.0}",20,0,-185.176212579825,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
654,False,"{'a': 0.5, 'e': 1.0}",20,0,-108.57601129743976,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
655,False,"{'a': 0.5, 'e': 1.0}",20,0,-18.7772187853582,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
656,False,"{'a': 0.5, 'e': 1.0}",20,0,-106.05598835781765,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
657,False,"{'a': 0.5, 'e': 1.0}",20,0,-135.27742318486472,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
658,False,"{'a': 0.5, 'e': 1.0}",30,0,-129.43887106086353,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
659,False,"{'a': 0.5, 'e': 1.0}",25,0,-19.293940648812132,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
660,False,"{'a': 0.5, 'e': 1.0}",25,0,-113.19934085003067,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
661,False,"{'a': 0.5, 'e': 1.0}",20,0,-154.33801671675235,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
662,False,"{'a': 0.5, 'e': 1.0}",20,0,-125.97738764774414,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
663,False,"{'a': 0.5, 'e': 1.0}",30,0,-267.53575293249446,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 5}",0
664,False,"{'a': 0.5, 'e': 1.0}",25,3,-157.87581769670922,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 3}",1
665,False,"{'a': 0.5, 'e': 1.0}",30,0,-44.692180286009894,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",0
666,False,"{'a': 0.5, 'e': 1.0}",20,0,-23.437454491739743,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
667,False,"{'a': 0.5, 'e': 1.0}",20,3,-66.96442067309209,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
668,False,"{'a': 0.5, 'e': 1.0}",20,0,-166.82942415327938,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
669,False,"{'a': 0.5, 'e': 1.0}",25,0,-70.25578567667966,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
670,False,"{'a': 0.5, 'e': 1.0}",25,0,-145.86372671362315,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
671,False,"{'a': 0.5, 'e': 1.0}",25,0,-65.44438315500331,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
672,False,"{'a': 0.5, 'e': 1.0}",30,0,-165.9525440397316,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
673,False,"{'a': 0.5, 'e': 1.0}",20,0,-136.75453605972913,"{0: 12, 1: 0, 2: 3, 3: 4, 4: 1}",0
674,False,"{'a': 0.5, 'e': 1.0}",20,0,-88.53796781708486,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
675,False,"{'a': 0.5, 'e': 1.0}",20,0,-50.593431372314,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
676,False,"{'a': 0.5, 'e': 1.0}",30,0,-238.3206983982648,"{0: 16, 1: 3, 2: 6, 3: 1, 4: 4}",0
677,False,"{'a': 0.5, 'e': 1.0}",20,0,-136.4064259822669,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
678,False,"{'a': 0.5, 'e': 1.0}",25,7,-147.89204797852508,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 3}",1
679,False,"{'a': 0.5, 'e': 1.0}",20,0,-60.69214594430488,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
680,False,"{'a': 0.5, 'e': 1.0}",25,0,-130.58143017504446,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
681,False,"{'a': 0.5, 'e': 1.0}",25,0,-119.66707670063822,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
682,False,"{'a': 0.5, 'e': 1.0}",25,0,-155.61537649757204,"{0: 10, 1: 2, 2: 10, 3: 3, 4: 0}",0
683,False,"{'a': 0.5, 'e': 1.0}",20,0,-123.64468047606452,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
684,False,"{'a': 0.5, 'e': 1.0}",20,0,-54.71419474627715,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
685,False,"{'a': 0.5, 'e': 1.0}",20,0,-69.00967079346024,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
686,False,"{'a': 0.5, 'e': 1.0}",25,0,-133.2945941401868,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
687,False,"{'a': 0.5, 'e': 1.0}",25,0,-42.09952399016913,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
688,False,"{'a': 0.5, 'e': 1.0}",30,20,12.258636787760055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 1.0}",25,0,-89.45415830683541,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
690,False,"{'a': 0.5, 'e': 1.0}",30,4,-149.40032901106198,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 2}",1
691,False,"{'a': 0.5, 'e': 1.0}",35,0,-213.0492475555313,"{0: 16, 1: 7, 2: 9, 3: 1, 4: 2}",0
692,False,"{'a': 0.5, 'e': 1.0}",30,0,-135.39707639206625,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
693,False,"{'a': 0.5, 'e': 1.0}",25,0,-118.11451837929646,"{0: 15, 1: 1, 2: 5, 3: 4, 4: 0}",0
694,False,"{'a': 0.5, 'e': 1.0}",20,0,-64.25752891287198,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
695,False,"{'a': 0.5, 'e': 1.0}",25,0,-131.8139074821216,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
696,False,"{'a': 0.5, 'e': 1.0}",20,0,-138.27398839335433,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
697,False,"{'a': 0.5, 'e': 1.0}",30,0,-83.52794452658539,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 0}",0
698,False,"{'a': 0.5, 'e': 1.0}",30,0,-110.85490669815138,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
699,False,"{'a': 0.5, 'e': 1.0}",20,0,-139.9306916022852,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
700,False,"{'a': 0.5, 'e': 1.0}",20,0,-78.64668106388626,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
701,False,"{'a': 0.5, 'e': 1.0}",20,0,-69.08886439224005,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
702,False,"{'a': 0.5, 'e': 1.0}",20,0,-71.53816638239245,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
703,False,"{'a': 0.5, 'e': 1.0}",25,0,-144.79695326945856,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
704,False,"{'a': 0.5, 'e': 1.0}",20,0,-119.24719202728124,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
705,False,"{'a': 0.5, 'e': 1.0}",25,0,-186.91289729337265,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 4}",0
706,False,"{'a': 0.5, 'e': 1.0}",30,0,-112.40339320665004,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
707,False,"{'a': 0.5, 'e': 1.0}",35,0,-153.53999665064077,"{0: 18, 1: 4, 2: 12, 3: 0, 4: 1}",0
708,False,"{'a': 0.5, 'e': 1.0}",20,8,5.74645573790362,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 1.0}",20,0,-29.047675720068014,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
710,False,"{'a': 0.5, 'e': 1.0}",20,0,-70.88171550784126,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
711,False,"{'a': 0.5, 'e': 1.0}",20,0,-64.94934453779683,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
712,False,"{'a': 0.5, 'e': 1.0}",25,0,-99.5094886230447,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
713,False,"{'a': 0.5, 'e': 1.0}",20,0,-85.03066144092217,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
714,False,"{'a': 0.5, 'e': 1.0}",25,0,-90.86547622186451,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
715,False,"{'a': 0.5, 'e': 1.0}",25,0,-82.4089400499398,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
716,False,"{'a': 0.5, 'e': 1.0}",20,0,-157.62709683325463,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
717,False,"{'a': 0.5, 'e': 1.0}",20,0,-123.93750993704121,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
718,False,"{'a': 0.5, 'e': 1.0}",25,0,-55.81792638200483,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
719,False,"{'a': 0.5, 'e': 1.0}",30,3,-94.2839756669707,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 2}",1
720,False,"{'a': 0.5, 'e': 1.0}",20,3,-58.338690056195794,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
721,False,"{'a': 0.5, 'e': 1.0}",20,16,9.61425407415467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 1.0}",25,0,-76.59928198634961,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
723,False,"{'a': 0.5, 'e': 1.0}",20,0,-155.7123570233474,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
724,False,"{'a': 0.5, 'e': 1.0}",20,0,-155.58895230532627,"{0: 9, 1: 1, 2: 6, 3: 3, 4: 1}",0
725,False,"{'a': 0.5, 'e': 1.0}",20,0,-145.05009040473095,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
726,False,"{'a': 0.5, 'e': 1.0}",20,0,-130.51195531039843,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
727,False,"{'a': 0.5, 'e': 1.0}",25,0,-185.6633968945076,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
728,False,"{'a': 0.5, 'e': 1.0}",25,0,-131.73271115636817,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
729,False,"{'a': 0.5, 'e': 1.0}",25,0,-199.02255206171097,"{0: 11, 1: 2, 2: 8, 3: 2, 4: 2}",0
730,False,"{'a': 0.5, 'e': 1.0}",20,0,-211.5174591756936,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
731,False,"{'a': 0.5, 'e': 1.0}",30,0,-200.2885706804664,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
732,False,"{'a': 0.5, 'e': 1.0}",30,0,-160.53364957912842,"{0: 15, 1: 5, 2: 8, 3: 0, 4: 2}",0
733,False,"{'a': 0.5, 'e': 1.0}",20,0,-54.19199795242892,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
734,False,"{'a': 0.5, 'e': 1.0}",20,0,-57.451189723840855,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
735,False,"{'a': 0.5, 'e': 1.0}",25,0,-196.95172254096875,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
736,False,"{'a': 0.5, 'e': 1.0}",20,0,-89.35252490326315,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
737,False,"{'a': 0.5, 'e': 1.0}",20,16,8.284878318363077,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
